aaHappiness in life,aboveAvg Happiness,Achievements,Action,Active sport,Adrenaline sports,Age,Ageing,Alternative,Animated,Appearence and gestures,Art exhibitions,Assertiveness,Biology,Borrowed stuff,Branded clothing,Cars,Celebrities,Changing the past,Charity,Cheating in school,Chemistry,Children,Classical music,Comedy,Compassion to animals,Country,"Countryside, outdoors",Criminal damage,Daily events,Dance,Dancing,Dangerous dogs,Darkness,Decision making,Documentary,Dreams,Eating to survive,Economy Management,Elections,Empathy,Energy levels,Entertainment spending,Fake,Fantasy/Fairy tales,Fear of public speaking,Final judgement,Finances,Finding lost valuables,Flying,Folk,Foreign languages,Friends versus money,Fun with friends,Funniness,Gardening,Geography,Getting angry,Getting up,Giving,God,Health,Healthy eating,Height,Heights,"Hiphop, Rap",History,Horror,Hypochondria,Interests or hobbies,Internet,Judgment calls,Keeping promises,Knowing the right people,Latino,Law,Life struggles,Loneliness,Loss of interest,Mathematics,Medicine,Metal or Hardrock,Mood swings,Movies,Music,Musical,Musical instruments,New environment,Number of friends,Number of siblings,Only child,Opera,Parents' advice,Passive sport,PC,Personality,Pets,Physics,Politics,Pop,Prioritising workload,Psychology,Public speaking,Punk,Questionnaires or polls,Rats,Reading,"Reggae, Ska",Reliability,Religion,Responding to a serious letter,Rock,Rock n roll,Romantic,Science and technology,Sci-fi,Self-criticism,Shopping,Shopping centres,Slow songs or fast songs,Small - big dogs,Snakes,Socializing,Spending on gadgets,Spending on healthy eating,Spending on looks,Spiders,Storm,"Swing, Jazz","Techno, Trance",Theatre,Thinking ahead,Thriller,Unpopularity,Waiting,War,Weight,Western,Workaholism,Writing,Writing notes,Alcohol,Village - town,Smoking,Education,Gender,House - block of flats,Internet usage,Left - right handed,Lying,Punctuality,Validation
5,1,3,4,5,4,22,1,3,4,5,2,3,2,4,1,3,2,1,1,5,2,3,2,5,5,3,4,2,0,4,3,2,1,4,3,3,2,4,3,4,5,1,5,3,1,1,5,3,1,2,3,5,5,4,1,3,1,3,1,5,1,1,182,2,3,4,5,1,4,3,0,5,4,3,2,1,2,2,2,1,4,2,5,4,2,1,4,5,1,0,1,3,5,1,4,3,3,3,5,1,4,2,2,2,2,1,1,4,3,4,4,4,3,4,5,3,2,3,4,5,2,5,1,3,1,3,1,4,3,1,2,4,3,3,4,71,2,4,1,2,drink a lot,village,former smoker,secondary school,male,house/bungalow,few hours a day,right handed,everytime it suits me,i am often running late,1
4,1,4,3,5,3,21,4,4,4,4,3,3,2,4,3,2,4,2,2,4,1,0,3,5,5,2,4,2,5,3,3,2,4,4,4,3,3,5,4,4,4,4,2,4,2,2,3,3,2,2,4,4,5,4,2,4,4,2,5,2,2,3,168,4,5,3,2,1,3,5,2,4,4,4,2,3,3,2,2,1,2,4,0,5,4,1,4,3,1,0,2,4,3,2,4,3,1,2,4,4,2,2,2,2,4,1,3,4,2,4,4,2,4,4,2,2,4,4,4,3,4,3,2,3,2,3,3,4,4,2,2,2,3,2,2,60,2,3,1,3,social drinker,city,former smoker,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often early,0
3,0,1,4,5,3,21,3,5,5,3,5,3,2,5,4,4,3,5,2,5,1,5,1,5,5,2,3,1,3,3,4,5,5,3,4,3,2,3,1,5,5,4,3,5,5,4,3,3,2,2,3,3,5,5,1,1,1,3,3,5,4,4,170,4,4,5,5,1,5,5,3,4,3,2,3,5,5,5,1,3,1,3,5,5,3,2,5,3,1,0,1,3,5,3,3,5,1,1,4,3,5,5,5,4,3,5,4,5,3,3,4,2,5,4,4,3,5,3,3,1,5,3,3,5,4,5,3,2,1,3,3,5,3,1,1,53,2,3,3,3,social drinker,city,current smoker,secondary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am always on time,1
5,1,4,5,5,3,21,3,1,5,3,3,3,3,4,5,5,2,1,5,5,1,4,2,5,5,5,5,5,3,1,1,2,1,5,5,4,3,1,4,4,5,5,1,5,4,2,3,3,1,5,1,3,4,5,3,5,3,5,5,2,4,3,185,1,1,3,1,2,5,3,3,5,3,1,1,4,1,1,2,1,3,3,5,5,3,5,1,4,1,0,2,4,5,1,4,5,5,2,3,4,2,3,4,2,1,1,3,5,1,5,5,4,3,5,3,1,3,4,3,3,5,2,4,4,4,5,1,3,1,5,4,4,2,3,1,65,5,3,1,4,social drinker,village,never smoked,college/bachelor degree,male,house/bungalow,less than an hour a day,left handed,only to avoid hurting someone,i am often early,1
3,0,3,4,1,1,22,2,2,4,3,1,2,2,5,4,4,2,3,2,3,1,3,2,5,5,1,4,1,2,3,1,3,2,5,5,3,5,1,3,3,0,2,3,4,2,5,4,1,4,2,1,4,4,4,0,3,1,3,2,4,3,2,185,2,2,2,3,3,2,4,0,5,3,2,1,1,4,2,2,2,1,3,5,4,2,1,3,3,1,0,2,4,3,4,3,4,2,1,5,3,2,4,2,2,1,2,1,4,4,4,4,3,2,4,4,4,2,2,3,3,1,2,2,1,2,1,1,2,1,2,4,4,2,2,3,82,1,2,1,3,never,village,never smoked,secondary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am always on time,1
4,1,3,5,2,1,19,1,1,4,3,1,4,5,3,1,2,1,2,2,3,5,4,3,5,5,3,1,1,5,3,2,4,3,5,4,4,4,2,5,0,4,3,1,3,2,4,3,1,3,1,3,2,5,1,1,2,3,5,2,3,2,3,168,3,1,4,1,3,3,2,4,4,2,4,1,4,2,1,1,5,3,3,4,3,3,1,3,3,1,0,2,5,2,2,3,5,2,5,4,2,3,2,3,3,1,5,3,5,3,4,3,4,3,5,1,5,5,5,3,1,2,2,1,1,4,2,2,3,1,3,5,5,4,3,2,55,1,3,1,4,drink a lot,city,current smoker,secondary school,female,block of flats,less than an hour a day,right handed,sometimes,i am always on time,0
4,1,4,5,3,2,25,4,4,5,3,2,4,2,5,2,4,3,5,4,5,4,3,4,5,5,2,2,2,5,2,4,2,2,4,5,5,5,4,2,2,2,2,4,5,3,4,3,3,3,4,2,4,4,2,3,4,4,3,1,1,5,4,195,4,4,5,5,4,4,4,2,4,4,4,2,4,1,2,5,4,0,3,5,3,2,2,4,4,1,0,5,2,3,2,3,4,5,5,5,3,5,4,4,5,2,2,4,2,4,3,1,4,5,2,5,4,4,4,4,4,5,3,3,4,2,2,4,4,1,2,2,5,2,3,5,95,5,2,4,2,drink a lot,city,current smoker,secondary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am always on time,1
5,1,3,5,5,4,18,1,3,4,5,3,5,1,3,3,3,1,1,4,1,1,4,5,5,2,2,4,4,2,3,1,2,1,2,5,5,1,4,2,4,5,1,2,4,1,2,4,3,3,2,4,5,4,4,1,2,3,4,2,5,2,5,188,1,5,5,1,1,5,5,4,5,3,2,1,3,3,2,5,1,2,2,3,4,2,3,5,4,2,0,3,4,3,5,4,3,2,2,3,4,5,1,2,4,1,4,2,5,5,2,3,2,4,5,3,5,4,1,3,3,1,4,2,5,2,1,1,3,4,3,4,2,3,3,5,73,5,4,1,4,0,city,never smoked,currently a primary school pupil,male,block of flats,few hours a day,right handed,sometimes,i am always on time,0
2,0,3,4,3,1,20,4,4,4,4,1,3,5,4,2,2,4,2,2,4,5,2,3,5,5,2,1,4,5,3,1,3,2,5,4,3,1,2,5,4,3,3,1,3,4,3,3,3,3,2,5,5,5,4,1,1,4,5,2,2,2,2,183,3,2,2,3,1,3,5,4,4,2,2,1,1,3,4,2,5,4,3,4,5,2,4,2,3,1,0,2,2,2,5,3,1,2,3,4,2,2,4,2,3,2,2,2,2,1,4,5,5,4,4,5,5,2,3,4,3,2,2,2,2,2,5,1,4,3,1,3,3,4,3,3,83,3,2,1,2,social drinker,city,current smoker,secondary school,male,house/bungalow,few hours a day,right handed,sometimes,i am often running late,0
4,1,3,3,1,3,18,2,1,4,5,1,3,5,4,4,3,4,4,1,5,1,4,1,5,3,1,3,4,3,3,3,3,4,3,2,3,1,5,4,5,4,4,3,4,3,3,2,2,1,2,4,3,5,3,1,1,4,4,3,3,3,3,168,3,3,3,4,4,3,5,3,3,4,1,3,5,3,3,3,2,1,4,5,5,1,1,2,4,0,1,1,3,4,3,3,5,1,3,5,3,5,5,1,3,3,2,2,4,1,2,3,2,4,4,4,3,5,5,3,3,4,3,5,3,5,4,4,1,3,3,3,4,4,3,3,57,1,3,1,5,social drinker,city,tried smoking,secondary school,female,block of flats,most of the day,right handed,everytime it suits me,i am often early,0
4,1,5,5,2,1,23,3,3,5,5,2,4,2,2,5,3,3,4,2,3,2,4,3,4,3,1,2,4,2,5,1,3,3,3,5,4,4,3,4,3,5,5,3,5,1,3,3,3,1,1,3,4,4,3,1,2,5,2,2,1,2,3,172,3,4,4,4,3,5,5,4,3,3,5,2,3,1,2,3,2,3,2,3,5,2,5,3,3,2,0,3,4,2,5,4,2,4,4,3,3,3,4,3,4,3,2,4,4,1,4,4,2,4,2,3,3,3,3,3,4,3,5,5,5,5,3,3,3,5,2,2,4,5,2,5,110,5,3,1,2,social drinker,village,current smoker,secondary school,male,block of flats,most of the day,right handed,only to avoid hurting someone,i am always on time,0
4,1,2,3,3,3,18,3,4,5,5,4,4,2,5,4,3,2,4,1,5,1,4,2,4,5,2,2,4,3,3,2,2,4,3,2,2,5,2,3,5,4,4,4,4,4,3,2,3,4,2,3,3,5,2,1,2,5,4,2,2,3,4,162,4,5,4,4,2,3,4,5,4,4,4,2,2,4,4,1,1,3,5,5,5,1,4,2,2,1,0,1,4,5,3,3,5,1,2,3,2,5,5,1,3,4,4,2,4,1,3,4,3,3,2,2,5,4,3,2,3,5,3,3,4,4,5,2,4,3,3,3,2,3,2,3,58,1,3,2,5,drink a lot,city,former smoker,secondary school,female,block of flats,most of the day,right handed,sometimes,i am always on time,1
4,1,3,4,5,3,22,5,1,5,5,4,4,3,5,5,3,2,1,1,3,1,5,3,5,4,1,5,5,3,4,3,1,1,3,4,3,1,1,5,5,5,5,1,5,1,1,5,5,5,1,4,5,5,3,5,3,5,2,1,3,5,4,164,5,1,3,1,1,5,3,5,5,3,2,1,2,3,1,1,1,1,5,5,5,2,1,5,3,1,0,1,2,2,1,4,5,1,4,4,5,5,1,1,1,1,4,4,5,1,3,4,3,5,5,4,3,5,5,3,1,5,5,4,5,4,1,3,5,5,4,3,3,2,2,1,64,1,5,1,5,social drinker,village,current smoker,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
4,1,3,4,2,2,20,1,5,3,3,2,4,2,5,3,2,1,2,2,2,2,3,5,3,3,1,4,4,3,3,1,3,1,3,4,3,1,1,5,4,3,5,1,4,1,1,1,3,2,3,5,4,4,2,2,3,3,5,2,3,3,3,175,2,2,2,2,1,5,2,3,3,3,3,1,2,3,2,2,3,2,4,5,5,4,5,3,3,0,1,2,4,5,1,3,2,3,2,4,0,4,3,3,1,1,3,2,3,5,4,5,3,3,4,5,4,2,2,3,4,1,3,2,5,2,1,1,5,3,3,4,3,4,3,2,70,2,5,3,3,social drinker,city,tried smoking,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often running late,0
5,1,1,5,4,3,19,1,1,4,4,1,5,5,5,4,5,1,2,1,5,5,3,4,5,3,5,1,5,1,4,1,1,1,1,5,4,2,1,3,1,5,3,1,4,1,1,3,1,1,1,2,1,5,5,1,4,3,3,1,2,1,1,178,1,1,4,5,1,2,5,5,2,1,4,2,1,1,1,3,5,3,3,5,3,1,2,5,1,1,1,1,1,5,5,3,4,4,2,3,1,4,1,2,1,1,1,4,4,1,3,5,5,1,5,4,1,2,1,3,3,1,1,2,1,2,1,1,3,4,1,3,5,1,3,5,71,2,4,1,1,drink a lot,city,tried smoking,secondary school,male,block of flats,few hours a day,right handed,everytime it suits me,i am often running late,0
5,1,4,1,5,5,19,2,1,2,5,5,1,1,5,5,5,1,5,3,3,1,3,5,4,5,4,3,3,5,3,1,3,1,4,4,4,3,5,5,5,4,5,3,2,1,5,3,3,3,2,5,3,5,3,1,0,4,5,5,5,3,3,160,4,1,3,2,5,3,3,5,4,5,5,5,3,3,4,1,1,1,3,4,5,5,1,5,5,1,0,5,5,1,1,3,1,1,5,3,5,5,5,1,5,3,5,2,4,3,3,4,1,4,4,2,5,4,3,3,3,1,3,3,3,3,1,1,2,1,5,5,2,3,2,4,55,1,5,1,5,drink a lot,city,current smoker,secondary school,female,block of flats,most of the day,right handed,everytime it suits me,i am often running late,1
4,1,3,5,1,5,23,1,3,5,5,2,5,2,5,3,5,4,3,4,3,2,1,5,5,5,2,5,3,5,5,1,1,1,1,5,3,1,4,3,3,4,5,4,3,3,1,3,1,1,4,5,3,5,4,1,5,1,3,4,3,3,1,173,1,5,5,5,1,3,5,3,4,5,5,2,3,5,5,1,2,1,3,5,5,5,5,4,3,0,1,5,4,5,5,3,1,1,5,5,3,1,3,1,2,1,5,5,3,2,1,5,1,3,3,5,5,3,3,5,3,1,1,5,3,5,3,1,5,1,5,5,5,5,1,1,65,1,4,1,2,social drinker,city,current smoker,college/bachelor degree,female,block of flats,most of the day,right handed,everytime it suits me,i am often early,1
4,1,3,4,1,3,27,4,2,3,4,1,5,3,4,4,4,1,2,1,3,2,3,5,4,5,1,2,3,3,3,1,3,2,4,5,3,2,2,1,3,4,3,2,3,1,1,2,3,1,3,4,3,5,3,1,5,3,3,3,1,5,1,175,2,3,3,2,1,1,5,4,3,5,3,3,1,2,1,5,2,2,3,5,5,4,1,3,4,4,0,5,3,2,4,4,1,5,2,3,3,2,1,2,1,2,1,2,4,1,2,3,3,2,5,2,3,1,2,1,3,5,3,4,5,2,3,1,3,2,1,4,4,3,3,5,83,2,5,1,5,social drinker,city,tried smoking,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often running late,1
3,0,4,3,3,4,20,2,3,1,4,3,5,1,3,3,4,1,5,1,5,1,3,5,4,3,1,2,4,3,2,1,2,1,2,4,3,2,1,5,2,5,5,5,1,4,1,1,1,1,1,5,3,5,4,1,5,5,5,2,2,3,2,183,1,4,4,2,1,4,4,5,4,5,2,1,1,4,5,1,1,1,2,5,5,2,1,4,3,2,0,1,2,3,2,4,2,1,3,4,2,3,2,3,1,1,5,1,4,1,2,4,3,1,4,2,4,1,2,3,5,3,5,5,2,3,3,1,1,2,3,2,2,4,1,4,75,2,2,4,1,drink a lot,city,former smoker,secondary school,male,block of flats,most of the day,right handed,only to avoid hurting someone,i am often running late,0
3,0,3,2,2,2,20,5,5,4,4,1,1,1,5,5,0,1,5,2,5,1,4,2,5,5,2,2,5,3,4,1,4,1,1,4,3,3,1,5,5,3,5,1,2,5,3,3,1,4,1,3,1,3,1,1,1,4,2,1,3,2,4,183,3,1,1,4,1,1,1,3,4,3,2,1,3,5,1,1,1,4,4,5,4,2,1,3,3,3,0,1,4,1,1,4,3,1,1,1,3,1,5,1,1,2,3,1,5,1,3,3,2,4,1,5,3,1,1,1,1,1,5,5,5,3,5,1,1,5,1,4,3,1,3,1,65,1,1,1,3,social drinker,city,tried smoking,secondary school,,block of flats,most of the day,left handed,sometimes,i am often early,0
4,1,2,5,5,4,18,4,3,5,4,3,5,1,4,3,2,1,3,3,5,1,4,5,5,5,4,3,2,5,5,3,1,3,4,3,4,1,4,5,5,3,5,3,5,1,3,3,2,5,4,5,3,5,4,1,3,2,4,5,1,3,3,161,2,3,2,1,1,5,5,5,4,2,3,4,3,2,1,1,1,2,3,5,5,5,2,4,5,1,0,3,4,5,3,4,5,1,3,5,3,3,1,4,3,1,4,4,4,1,4,4,5,5,2,5,5,3,4,3,3,4,3,2,4,3,2,2,4,4,4,5,2,5,5,4,74,3,4,1,5,drink a lot,city,former smoker,primary school,female,block of flats,few hours a day,right handed,only to avoid hurting someone,i am often running late,0
4,1,4,4,1,3,21,2,1,5,3,2,3,2,4,1,3,2,3,2,4,2,4,1,5,4,3,5,4,2,2,1,4,2,4,0,3,2,3,5,4,3,5,2,5,2,4,1,3,1,3,1,5,5,5,3,2,4,4,4,5,4,3,175,4,5,5,4,1,4,4,5,4,4,1,2,3,4,2,1,1,2,4,5,5,1,1,2,4,3,0,1,3,3,3,4,3,1,1,1,1,2,2,3,2,2,1,4,5,1,3,2,2,1,3,3,4,2,1,4,3,5,2,2,3,2,1,1,3,1,1,3,3,3,1,4,70,2,2,1,4,drink a lot,city,former smoker,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am often running late,0
4,1,4,3,5,5,21,2,1,4,3,3,4,4,3,4,1,3,1,2,2,2,3,1,5,3,2,2,1,2,3,5,1,4,4,3,3,1,4,3,3,3,2,2,4,4,1,1,3,3,1,5,3,5,2,0,1,4,4,3,3,3,4,173,1,4,3,4,5,4,3,4,3,4,2,2,3,2,1,1,3,2,4,5,5,2,2,2,2,1,0,1,2,3,1,4,2,1,1,5,1,5,4,1,5,1,2,2,4,1,2,5,4,5,1,3,5,5,5,2,1,2,3,2,5,5,5,1,2,1,3,4,3,3,4,1,62,1,5,4,5,social drinker,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,everytime it suits me,i am always on time,0
3,0,3,4,5,2,19,1,3,5,5,1,4,1,5,4,2,3,5,1,5,1,5,3,5,4,2,2,1,4,5,5,4,3,2,3,3,1,2,5,3,5,3,2,5,1,3,4,3,1,3,5,4,5,3,2,4,4,4,3,5,3,5,163,3,4,2,2,4,5,5,4,4,5,5,2,4,1,2,3,2,1,4,5,5,3,5,5,4,1,1,1,3,5,4,3,5,1,3,5,3,3,1,3,3,5,1,1,4,4,1,2,4,5,3,3,4,4,3,4,1,5,5,4,4,3,5,3,2,2,2,2,3,4,2,1,50,1,2,1,3,social drinker,city,tried smoking,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am often early,1
3,0,3,2,3,4,22,3,2,5,4,2,3,4,4,3,4,4,5,1,4,2,5,1,4,5,2,4,3,3,4,2,2,4,3,3,3,1,4,3,1,3,3,2,5,3,4,4,1,3,2,3,4,4,3,4,3,3,5,5,3,4,3,162,5,4,2,4,1,3,4,4,4,3,3,2,4,3,4,2,2,2,3,5,5,1,2,3,3,0,0,2,3,4,4,3,4,2,2,3,2,4,3,1,2,4,3,4,3,2,3,3,2,4,2,2,2,4,3,3,3,2,3,3,3,3,2,4,4,4,2,3,4,4,3,5,60,1,3,1,3,never,village,current smoker,secondary school,female,block of flats,less than an hour a day,right handed,sometimes,i am often early,0
3,0,5,2,3,2,20,5,4,4,5,2,5,4,1,5,1,4,5,1,5,4,5,1,5,1,3,4,0,3,4,2,5,3,5,1,3,1,3,1,5,1,1,1,4,5,1,5,5,4,4,3,5,5,3,2,3,5,5,1,5,5,3,170,3,1,3,3,1,1,5,5,5,5,3,2,5,3,5,3,3,1,5,5,5,4,3,1,5,1,0,1,3,2,4,3,1,1,3,2,3,3,5,1,5,4,2,2,4,2,1,1,3,5,2,2,1,4,5,5,1,4,1,1,1,1,3,4,3,2,2,1,2,5,1,1,60,3,2,1,1,social drinker,city,tried smoking,college/bachelor degree,female,block of flats,less than an hour a day,right handed,sometimes,i am always on time,0
3,0,4,5,5,5,19,3,3,5,3,1,3,3,4,3,3,1,2,2,5,3,3,2,4,4,1,1,2,3,3,1,1,1,2,5,3,3,3,4,4,2,4,2,4,4,2,3,2,1,1,3,4,4,4,1,2,2,5,2,2,4,3,172,1,4,2,3,3,3,4,4,3,3,3,2,2,4,4,4,2,5,3,5,4,2,3,4,2,0,1,1,4,5,4,3,4,4,2,3,1,4,5,5,2,1,1,4,4,1,2,5,3,2,4,5,5,2,4,4,4,1,4,4,3,2,1,1,3,2,1,2,4,4,2,4,68,5,1,1,2,social drinker,city,tried smoking,secondary school,male,block of flats,few hours a day,right handed,sometimes,i am always on time,0
4,1,2,3,1,4,20,1,2,5,2,5,3,2,4,3,1,3,1,2,2,1,5,2,5,5,2,5,1,3,5,3,2,2,1,2,2,1,3,5,3,2,5,2,5,2,1,1,2,1,3,5,4,5,2,1,5,1,4,5,5,2,0,163,1,5,2,4,1,2,4,5,1,4,5,3,2,3,1,1,1,1,2,5,5,2,1,2,3,0,1,2,4,5,1,3,5,1,4,4,1,1,5,1,3,2,2,3,3,1,3,4,2,4,1,1,3,5,5,3,4,5,1,3,5,5,3,3,2,3,5,2,4,3,1,3,48,1,2,1,3,0,city,0,college/bachelor degree,female,block of flats,few hours a day,right handed,sometimes,i am often running late,0
5,1,1,1,5,3,19,1,2,5,5,1,4,3,5,3,4,2,2,5,4,1,5,2,5,5,3,3,1,3,4,4,5,3,5,5,3,3,4,5,5,5,1,3,5,5,5,3,1,3,1,4,3,5,3,2,4,2,5,5,5,4,3,173,5,4,3,3,4,5,5,4,0,1,5,2,5,3,3,3,1,3,3,4,5,3,4,1,1,1,0,1,3,5,5,3,1,1,1,5,3,4,5,2,3,4,1,5,3,3,4,4,4,5,2,1,4,5,5,5,1,4,5,2,4,4,5,3,4,5,3,3,1,2,5,1,60,1,5,1,5,social drinker,city,never smoked,secondary school,female,house/bungalow,few hours a day,right handed,never,i am always on time,0
5,1,3,4,4,2,18,3,3,5,4,3,5,2,5,3,2,2,1,2,2,2,5,4,5,5,1,5,1,3,5,5,5,1,2,3,4,2,3,2,5,5,3,2,5,1,3,2,4,3,2,5,5,5,3,3,3,1,4,3,5,1,3,154,2,2,3,1,1,5,4,5,5,3,5,3,5,2,2,4,5,3,3,5,5,5,5,3,5,1,0,3,3,1,4,3,5,3,3,4,3,3,1,2,3,2,5,2,5,5,3,5,2,5,3,0,1,4,4,3,1,2,3,3,5,3,4,1,3,3,5,5,4,5,5,3,67,2,4,5,4,never,village,never smoked,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
4,1,3,4,5,5,17,4,3,3,4,2,4,3,4,3,3,2,2,2,3,3,5,2,4,5,2,3,1,2,4,1,3,2,1,4,4,3,2,1,4,5,4,2,3,4,1,2,2,1,3,1,4,3,2,1,3,2,3,3,2,2,2,178,2,5,4,2,1,4,4,4,3,2,2,3,1,3,2,3,4,3,3,4,5,2,1,5,3,1,0,2,4,5,3,3,4,3,2,4,3,4,2,2,3,1,2,2,4,2,1,3,3,2,2,2,3,2,2,4,3,1,3,2,2,2,1,1,2,4,2,2,3,4,3,4,80,2,3,1,1,never,village,never smoked,primary school,male,house/bungalow,few hours a day,right handed,only to avoid hurting someone,i am often early,1
5,1,3,5,5,3,21,1,1,4,3,2,4,1,5,3,5,1,3,1,5,1,5,1,5,5,3,3,5,3,3,2,3,1,3,3,3,1,1,3,3,4,2,1,4,1,2,2,1,1,5,1,5,5,3,1,5,2,3,5,2,4,1,180,4,2,1,1,1,3,4,5,4,3,3,1,1,1,3,1,1,1,2,5,5,1,3,5,5,2,0,1,3,3,4,3,3,1,1,4,2,1,4,1,3,1,1,3,3,2,1,3,2,3,4,3,3,3,3,4,4,3,3,4,3,2,1,1,3,1,3,3,1,4,3,2,67,3,1,1,4,social drinker,city,never smoked,secondary school,male,block of flats,less than an hour a day,right handed,everytime it suits me,i am often early,0
4,1,3,2,4,3,19,2,4,4,4,4,2,3,4,5,1,3,3,1,3,2,4,4,4,3,2,4,1,3,3,5,3,2,4,3,3,1,1,4,3,3,3,1,5,2,4,3,4,1,4,4,3,5,3,2,3,2,2,4,5,2,3,170,1,4,3,1,1,5,4,3,3,3,3,1,4,2,1,2,2,2,3,4,5,4,3,3,4,1,0,3,4,4,1,4,2,2,2,4,2,3,3,2,3,2,4,3,4,4,4,3,3,5,3,2,4,5,5,3,3,3,4,3,5,4,4,1,4,2,5,2,2,3,4,3,63,1,2,2,4,social drinker,village,never smoked,secondary school,female,house/bungalow,few hours a day,right handed,sometimes,i am always on time,0
4,1,4,1,3,1,25,4,1,3,3,2,4,4,2,2,1,2,3,3,3,4,4,3,3,2,2,3,1,3,4,5,4,2,2,3,4,2,1,4,3,4,1,2,2,4,1,3,5,2,4,5,4,3,3,1,5,4,3,2,3,4,3,173,3,2,4,1,0,4,3,3,2,4,4,2,5,3,4,1,5,1,4,4,4,4,1,2,3,1,0,2,4,1,3,3,2,3,3,4,2,3,4,1,3,3,4,4,3,2,3,4,4,3,4,2,3,2,4,2,3,3,4,1,3,1,3,2,4,1,3,2,4,4,2,1,63,1,2,1,4,drink a lot,city,tried smoking,masters degree,female,block of flats,less than an hour a day,right handed,only to avoid hurting someone,i am often running late,0
4,1,1,5,4,4,24,3,5,3,3,3,4,5,5,4,5,2,4,4,5,2,5,3,1,3,4,4,5,2,3,5,1,3,3,5,3,2,4,5,1,4,4,2,2,1,3,1,3,2,5,3,4,5,4,4,4,1,4,2,5,3,3,171,3,5,5,4,1,4,5,5,5,3,5,2,1,1,5,1,1,1,4,5,5,3,3,5,5,2,0,4,4,4,4,5,4,1,3,4,1,0,5,4,4,1,1,5,5,4,1,4,5,5,2,1,4,4,4,3,3,1,4,2,4,3,3,3,3,3,1,2,4,3,2,4,93,4,3,1,3,drink a lot,village,current smoker,doctorate degree,male,house/bungalow,few hours a day,right handed,everytime it suits me,i am always on time,1
4,1,4,4,5,4,29,3,1,3,4,4,5,3,5,4,2,2,1,2,2,4,2,4,4,0,2,5,2,3,2,2,4,2,3,5,4,2,3,5,3,5,5,2,2,1,3,2,2,1,3,4,3,5,3,3,2,2,3,4,5,3,4,172,2,2,4,3,1,4,5,4,4,4,1,1,1,2,3,5,0,2,2,0,5,3,1,4,3,1,0,3,3,3,5,3,5,5,2,5,4,4,3,5,2,2,2,1,4,4,3,5,2,3,5,4,3,4,4,2,3,3,3,3,4,4,1,1,2,2,4,4,4,4,4,5,66,2,3,1,4,social drinker,village,never smoked,masters degree,male,house/bungalow,less than an hour a day,right handed,sometimes,i am always on time,0
4,1,3,3,4,1,21,4,3,5,4,2,4,5,5,3,1,3,3,2,4,3,3,2,5,5,2,5,5,3,3,1,4,2,3,4,3,3,2,3,3,4,2,2,5,3,3,2,2,2,3,4,1,4,2,3,4,4,3,2,3,5,4,156,5,4,4,5,2,3,5,4,4,3,3,3,3,3,3,1,4,3,3,4,5,5,1,3,2,1,0,3,3,3,2,3,5,1,2,5,2,3,2,5,1,2,3,4,3,2,2,5,4,4,3,2,3,3,2,3,4,3,2,3,4,4,3,1,3,1,3,4,4,0,2,2,48,3,2,1,4,social drinker,city,current smoker,secondary school,female,block of flats,few hours a day,right handed,sometimes,i am always on time,1
2,0,3,5,4,2,18,3,5,4,3,1,3,2,4,2,4,1,4,1,3,1,2,1,5,4,2,4,3,1,2,1,3,2,4,4,3,2,1,1,4,3,3,3,3,4,2,3,2,3,1,4,2,2,4,1,2,3,3,2,1,3,3,178,5,1,2,3,2,5,5,3,3,3,1,1,4,5,3,3,2,5,4,5,5,1,5,3,2,1,0,1,3,2,5,3,1,1,1,1,3,1,5,3,1,1,5,2,3,1,3,5,5,3,4,3,3,1,3,3,3,2,2,4,3,2,3,1,5,1,1,3,3,3,4,5,70,3,3,1,3,social drinker,city,never smoked,primary school,male,block of flats,few hours a day,right handed,sometimes,i am often early,0
4,1,3,1,5,5,21,3,1,1,4,2,3,4,5,5,2,5,4,3,3,1,5,4,5,5,2,3,5,3,5,3,5,1,3,5,4,1,5,2,1,5,4,3,1,3,3,2,3,1,2,5,2,5,4,2,5,5,5,3,5,4,4,173,2,5,4,1,2,3,4,3,3,4,1,1,3,3,5,3,5,4,4,5,5,3,1,4,3,3,0,1,5,4,3,5,4,3,3,5,2,5,5,5,1,5,4,2,4,2,3,5,1,5,3,5,3,5,5,4,1,5,4,5,4,4,5,3,1,1,2,4,3,4,3,2,53,1,5,1,5,social drinker,city,current smoker,college/bachelor degree,female,house/bungalow,few hours a day,right handed,sometimes,i am often early,0
